wkt_geom,latitude,longitude,NOMGEO,NOM_ENT,acq_date_mex,SATELITE
POINT (-107.1242 25.10046),25.10046,-107.1242,Tamazula,Durango,2025-05-04 13:50:00,Sin Info
POINT (-107.12772 25.09535),25.09535,-107.12772,Tamazula,Durango,2025-05-04 13:50:00,Sin Info
POINT (-106.47555 24.97148),24.97148,-106.47555,Santiago Papasquiaro,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.48441 24.97245),24.97245,-106.48441,Santiago Papasquiaro,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.48009 24.97198),24.97198,-106.48009,Santiago Papasquiaro,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.48507 24.9771),24.9771,-106.48507,Santiago Papasquiaro,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.49088 25.01134),25.01134,-106.49088,Canelas,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.48975 25.02497),25.02497,-106.48975,Canelas,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.49424 25.02545),25.02545,-106.49424,Canelas,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.48856 25.02943),25.02943,-106.48856,Canelas,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.49323 25.02993),25.02993,-106.49323,Canelas,Durango,2025-05-05 02:16:00,Sin Info
POINT (-107.12093 25.09513),25.09513,-107.12093,Tamazula,Durango,2025-05-05 02:16:00,Sin Info
POINT (-107.13178 25.09623),25.09623,-107.13178,Culiacán,Sinaloa,2025-05-05 02:16:00,Sin Info
POINT (-106.52509 25.05624),25.05624,-106.52509,Canelas,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.53133 25.05691),25.05691,-106.53133,Canelas,Durango,2025-05-05 02:16:00,Sin Info
POINT (-106.53164 25.06153),25.06153,-106.53164,Canelas,Durango,2025-05-05 02:16:00,Sin Info
POINT (-103.70504 24.92917),24.92917,-103.70504,Cuencamé,Durango,2025-05-05 02:16:00,Sin Info
POINT (-103.71008 24.92981),24.92981,-103.71008,Cuencamé,Durango,2025-05-05 02:16:00,Sin Info
POINT (-103.39845 25.49105),25.49105,-103.39845,Torreón,Coahuila de Zaragoza,2025-05-05 02:16:00,Sin Info
POINT (-103.39729 25.48728),25.48728,-103.39729,Torreón,Coahuila de Zaragoza,2025-05-05 02:16:00,Sin Info
POINT (-106.64476 24.55748),24.55748,-106.64476,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.63921 24.55688),24.55688,-106.63921,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.6778 24.51497),24.51497,-106.6778,Cosalá,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.57665 24.43828),24.43828,-106.57665,Cosalá,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.57207 24.43778),24.43778,-106.57207,Cosalá,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.58731 24.43488),24.43488,-106.58731,Cosalá,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.60157 24.43186),24.43186,-106.60157,Cosalá,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.59712 24.43137),24.43137,-106.59712,Cosalá,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.38902 24.34969),24.34969,-106.38902,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.38962 24.34524),24.34524,-106.38962,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.39503 24.34581),24.34581,-106.39503,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.40575 24.3334),24.3334,-106.40575,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.40754 24.33514),24.33514,-106.40754,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.4019 24.3345),24.3345,-106.4019,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.36699 24.30799),24.30799,-106.36699,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.36201 24.30744),24.30744,-106.36201,Tamazula,Durango,2025-05-05 02:17:00,Sin Info
POINT (-106.18189 24.26931),24.26931,-106.18189,San Ignacio,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.46089 24.21585),24.21585,-106.46089,San Ignacio,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.46169 24.21141),24.21141,-106.46169,San Ignacio,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.45673 24.21086),24.21086,-106.45673,San Ignacio,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.44046 24.19999),24.19999,-106.44046,San Ignacio,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.44648 24.20066),24.20066,-106.44648,San Ignacio,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.43508 24.19939),24.19939,-106.43508,San Ignacio,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-106.43587 24.19496),24.19496,-106.43587,San Ignacio,Sinaloa,2025-05-05 02:17:00,Sin Info
POINT (-105.51748 23.76376),23.76376,-105.51748,Pueblo Nuevo,Durango,2025-05-05 02:17:00,Sin Info
POINT (-105.48138 23.72565),23.72565,-105.48138,Pueblo Nuevo,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.19367 23.07396),23.07396,-104.19367,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-105.43076 22.97185),22.97185,-105.43076,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.5631 22.86604),22.86604,-104.5631,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.5692 22.86284),22.86284,-104.5692,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.56369 22.86215),22.86215,-104.56369,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.58994 22.86146),22.86146,-104.58994,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.56963 22.85893),22.85893,-104.56963,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-105.42913 22.95911),22.95911,-105.42913,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.58572 22.85697),22.85697,-104.58572,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.58109 22.85638),22.85638,-104.58109,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.97575 22.77698),22.77698,-104.97575,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97205 22.77653),22.77653,-104.97205,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.96129 22.77523),22.77523,-104.96129,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97255 22.77253),22.77253,-104.97255,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97617 22.77297),22.77297,-104.97617,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97572 22.77481),22.77481,-104.97572,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97207 22.77435),22.77435,-104.97207,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.96149 22.773),22.773,-104.96149,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97249 22.77034),22.77034,-104.97249,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97604 22.77079),22.77079,-104.97604,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97598 22.76673),22.76673,-104.97598,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97966 22.76719),22.76719,-104.97966,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.96887 22.76582),22.76582,-104.96887,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97585 22.76265),22.76265,-104.97585,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.96885 22.76176),22.76176,-104.96885,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.96555 22.76134),22.76134,-104.96555,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.97226 22.76219),22.76219,-104.97226,Huajicori,Nayarit,2025-05-05 02:17:00,Sin Info
POINT (-104.79845 22.68393),22.68393,-104.79845,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.79936 22.68003),22.68003,-104.79936,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.79206 22.67914),22.67914,-104.79206,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-104.79245 22.67518),22.67518,-104.79245,Mezquital,Durango,2025-05-05 02:17:00,Sin Info
POINT (-105.05132 23.19181),23.19181,-105.05132,Pueblo Nuevo,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.57925 22.86663),22.86663,-104.57925,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.9716 22.77678),22.77678,-104.9716,Huajicori,Nayarit,2025-05-05 13:30:00,Sin Info
POINT (-104.96832 22.77749),22.77749,-104.96832,Huajicori,Nayarit,2025-05-05 13:30:00,Sin Info
POINT (-104.97919 22.76968),22.76968,-104.97919,Huajicori,Nayarit,2025-05-05 13:30:00,Sin Info
POINT (-104.96719 22.7723),22.7723,-104.96719,Huajicori,Nayarit,2025-05-05 13:30:00,Sin Info
POINT (-104.58913 22.85393),22.85393,-104.58913,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.58403 22.85503),22.85503,-104.58403,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.57154 22.85771),22.85771,-104.57154,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.56797 22.85848),22.85848,-104.56797,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.56443 22.85923),22.85923,-104.56443,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.56096 22.85998),22.85998,-104.56096,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.78614 22.66962),22.66962,-104.78614,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.74697 22.85205),22.85205,-104.74697,Mezquital,Durango,2025-05-05 13:30:00,Sin Info
POINT (-105.4379 22.95831),22.95831,-105.4379,Huajicori,Nayarit,2025-05-05 13:30:00,Sin Info
POINT (-105.42606 22.96653),22.96653,-105.42606,Huajicori,Nayarit,2025-05-05 13:30:00,Sin Info
POINT (-105.43649 22.97536),22.97536,-105.43649,Huajicori,Nayarit,2025-05-05 13:30:00,Sin Info
POINT (-105.05383 23.19668),23.19668,-105.05383,Pueblo Nuevo,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.49609 23.98967),23.98967,-104.49609,Durango,Durango,2025-05-05 13:30:00,Sin Info
POINT (-104.73257 24.57074),24.57074,-104.73257,Canatlán,Durango,2025-05-05 13:30:00,Sin Info
POINT (-106.17802 24.26731),24.26731,-106.17802,San Ignacio,Sinaloa,2025-05-05 13:30:00,Sin Info
POINT (-106.18166 24.26649),24.26649,-106.18166,San Ignacio,Sinaloa,2025-05-05 13:30:00,Sin Info
POINT (-106.17706 24.27321),24.27321,-106.17706,San Ignacio,Sinaloa,2025-05-05 13:30:00,Sin Info
POINT (-106.46058 24.21474),24.21474,-106.46058,San Ignacio,Sinaloa,2025-05-05 13:30:00,Sin Info
POINT (-106.46442 24.21387),24.21387,-106.46442,San Ignacio,Sinaloa,2025-05-05 13:30:00,Sin Info
POINT (-106.48919 25.02816),25.02816,-106.48919,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.48639 25.02881),25.02881,-106.48639,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.4929 25.02159),25.02159,-106.4929,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.48409 25.02364),25.02364,-106.48409,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.48659 25.02305),25.02305,-106.48659,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.48325 25.01241),25.01241,-106.48325,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.50922 24.99492),24.99492,-106.50922,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.505 24.99591),24.99591,-106.505,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.50764 24.99401),24.99401,-106.50764,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.50363 24.99492),24.99492,-106.50363,Canelas,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.4763 24.96688),24.96688,-106.4763,Santiago Papasquiaro,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.63271 24.55571),24.55571,-106.63271,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.63651 24.55482),24.55482,-106.63651,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.38827 24.60089),24.60089,-106.38827,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.67564 24.51067),24.51067,-106.67564,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.67538 24.51185),24.51185,-106.67538,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.58452 24.46864),24.46864,-106.58452,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.58269 24.43418),24.43418,-106.58269,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.57477 24.43603),24.43603,-106.57477,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.57108 24.43689),24.43689,-106.57108,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.59651 24.42512),24.42512,-106.59651,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.60138 24.43093),24.43093,-106.60138,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.5832 24.43505),24.43505,-106.5832,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.57526 24.43685),24.43685,-106.57526,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.5678 24.43854),24.43854,-106.5678,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.57165 24.43767),24.43767,-106.57165,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.59697 24.42612),24.42612,-106.59697,Cosalá,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-106.40308 24.33722),24.33722,-106.40308,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.39848 24.33826),24.33826,-106.39848,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.40645 24.33069),24.33069,-106.40645,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.40148 24.33182),24.33182,-106.40148,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.36697 24.30516),24.30516,-106.36697,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.3618 24.30635),24.30635,-106.3618,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.367 24.2994),24.2994,-106.367,San Ignacio,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-107.28426 25.40247),25.40247,-107.28426,Badiraguato,Sinaloa,2025-05-05 13:31:00,Sin Info
POINT (-107.12238 25.09365),25.09365,-107.12238,Tamazula,Durango,2025-05-05 13:31:00,Sin Info
POINT (-106.4284 24.19394),24.19394,-106.4284,San Ignacio,Sinaloa,2025-05-05 15:11:00,Sin Info
POINT (-106.4039 24.3276),24.3276,-106.4039,Tamazula,Durango,2025-05-05 15:11:00,Sin Info
POINT (-106.39856 24.335),24.335,-106.39856,Tamazula,Durango,2025-05-05 15:11:00,Sin Info
POINT (-106.39011 24.3426),24.3426,-106.39011,Tamazula,Durango,2025-05-05 15:11:00,Sin Info
POINT (-106.38883 24.34977),24.34977,-106.38883,Tamazula,Durango,2025-05-05 15:11:00,Sin Info
POINT (-106.67704 24.50649),24.50649,-106.67704,Cosalá,Sinaloa,2025-05-05 15:11:00,Sin Info
POINT (-106.6786 24.50547),24.50547,-106.6786,Cosalá,Sinaloa,2025-05-05 15:11:00,Sin Info
POINT (-106.67207 24.51285),24.51285,-106.67207,Cosalá,Sinaloa,2025-05-05 15:11:00,Sin Info
POINT (-106.67847 24.51247),24.51247,-106.67847,Cosalá,Sinaloa,2025-05-05 15:11:00,Sin Info
POINT (-106.63589 24.55006),24.55006,-106.63589,Tamazula,Durango,2025-05-05 15:11:00,Sin Info
POINT (-106.64303 24.55664),24.55664,-106.64303,Tamazula,Durango,2025-05-05 15:11:00,Sin Info
POINT (-106.63235 24.55627),24.55627,-106.63235,Tamazula,Durango,2025-05-05 15:11:00,Sin Info
POINT (-106.48555 25.02997),25.02997,-106.48555,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-106.48174 25.02355),25.02355,-106.48174,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-106.51231 25.00133),25.00133,-106.51231,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-106.47902 25.0356),25.0356,-106.47902,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-106.483 25.02978),25.02978,-106.483,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-106.48048 25.02958),25.02958,-106.48048,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-103.39934 25.49103),25.49103,-103.39934,Torreón,Coahuila de Zaragoza,2025-05-06 01:57:00,Sin Info
POINT (-103.39613 25.49072),25.49072,-103.39613,Torreón,Coahuila de Zaragoza,2025-05-06 01:57:00,Sin Info
POINT (-106.48906 25.03637),25.03637,-106.48906,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-106.4851 25.03607),25.03607,-106.4851,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-106.48211 25.03584),25.03584,-106.48211,Canelas,Durango,2025-05-06 01:57:00,Sin Info
POINT (-104.58492 22.86255),22.86255,-104.58492,Mezquital,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.4772 24.96712),24.96712,-106.4772,Santiago Papasquiaro,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.6365 24.55923),24.55923,-106.6365,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.6373 24.55901),24.55901,-106.6373,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.40713 24.34399),24.34399,-106.40713,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.41189 24.33829),24.33829,-106.41189,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.40479 24.33776),24.33776,-106.40479,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.40572 24.33177),24.33177,-106.40572,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.41111 24.34228),24.34228,-106.41111,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.40482 24.34176),24.34176,-106.40482,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.40445 24.3296),24.3296,-106.40445,Tamazula,Durango,2025-05-06 01:58:00,Sin Info
POINT (-106.18146 24.26918),24.26918,-106.18146,San Ignacio,Sinaloa,2025-05-06 01:58:00,Sin Info
POINT (-106.44152 24.19686),24.19686,-106.44152,San Ignacio,Sinaloa,2025-05-06 01:58:00,Sin Info
POINT (-104.57936 22.8727),22.8727,-104.57936,Mezquital,Durango,2025-05-06 01:58:00,Sin Info
POINT (-104.75006 22.86232),22.86232,-104.75006,Mezquital,Durango,2025-05-06 01:58:00,Sin Info
POINT (-104.75489 22.85737),22.85737,-104.75489,Mezquital,Durango,2025-05-06 01:58:00,Sin Info
POINT (-104.98542 22.7674),22.7674,-104.98542,Huajicori,Nayarit,2025-05-06 01:58:00,Sin Info
POINT (-104.98183 22.76706),22.76706,-104.98183,Huajicori,Nayarit,2025-05-06 01:58:00,Sin Info
POINT (-104.98891 22.76224),22.76224,-104.98891,Huajicori,Nayarit,2025-05-06 01:58:00,Sin Info
POINT (-104.98068 22.76148),22.76148,-104.98068,Huajicori,Nayarit,2025-05-06 01:58:00,Sin Info
POINT (-106.40784 24.33916),24.33916,-106.40784,Tamazula,Durango,2025-05-06 03:38:00,Sin Info
POINT (-106.40382 24.33814),24.33814,-106.40382,Tamazula,Durango,2025-05-06 03:38:00,Sin Info
POINT (-106.40978 24.33285),24.33285,-106.40978,Tamazula,Durango,2025-05-06 03:38:00,Sin Info
POINT (-106.18524 24.2689),24.2689,-106.18524,San Ignacio,Sinaloa,2025-05-06 03:38:00,Sin Info
POINT (-106.44299 24.1974),24.1974,-106.44299,San Ignacio,Sinaloa,2025-05-06 03:38:00,Sin Info
POINT (-106.43869 24.19631),24.19631,-106.43869,San Ignacio,Sinaloa,2025-05-06 03:38:00,Sin Info
POINT (-106.43954 24.19608),24.19608,-106.43954,San Ignacio,Sinaloa,2025-05-06 03:38:00,Sin Info
POINT (-105.4305 22.97259),22.97259,-105.4305,Huajicori,Nayarit,2025-05-06 13:11:00,Sin Info
POINT (-104.75986 22.8539),22.8539,-104.75986,Mezquital,Durango,2025-05-06 13:11:00,Sin Info
POINT (-104.75231 22.85583),22.85583,-104.75231,Mezquital,Durango,2025-05-06 13:11:00,Sin Info
POINT (-104.75496 22.85972),22.85972,-104.75496,Mezquital,Durango,2025-05-06 13:11:00,Sin Info
POINT (-104.75412 22.85283),22.85283,-104.75412,Mezquital,Durango,2025-05-06 13:11:00,Sin Info
POINT (-104.58667 22.87348),22.87348,-104.58667,Mezquital,Durango,2025-05-06 13:11:00,Sin Info
POINT (-104.58007 22.87513),22.87513,-104.58007,Mezquital,Durango,2025-05-06 13:11:00,Sin Info
POINT (-104.98221 22.75967),22.75967,-104.98221,Huajicori,Nayarit,2025-05-06 13:11:00,Sin Info
POINT (-106.48971 25.03451),25.03451,-106.48971,Canelas,Durango,2025-05-06 13:12:00,Sin Info
POINT (-106.48073 25.02947),25.02947,-106.48073,Canelas,Durango,2025-05-06 13:12:00,Sin Info
POINT (-106.18024 24.26295),24.26295,-106.18024,San Ignacio,Sinaloa,2025-05-06 13:12:00,Sin Info
POINT (-106.17434 24.26453),24.26453,-106.17434,San Ignacio,Sinaloa,2025-05-06 13:12:00,Sin Info
POINT (-106.17976 24.26589),24.26589,-106.17976,San Ignacio,Sinaloa,2025-05-06 13:12:00,Sin Info
POINT (-106.17293 24.26768),24.26768,-106.17293,San Ignacio,Sinaloa,2025-05-06 13:12:00,Sin Info
POINT (-105.81829 23.80279),23.80279,-105.81829,San Dimas,Durango,2025-05-06 14:52:00,Sin Info
POINT (-105.82047 23.80237),23.80237,-105.82047,San Dimas,Durango,2025-05-06 14:52:00,Sin Info
POINT (-105.8179 23.8026),23.8026,-105.8179,San Dimas,Durango,2025-05-06 14:52:00,Sin Info
POINT (-104.57815 22.87777),22.87777,-104.57815,Mezquital,Durango,2025-05-06 14:52:00,Sin Info
POINT (-104.5827 22.87739),22.87739,-104.5827,Mezquital,Durango,2025-05-06 14:52:00,Sin Info
POINT (-104.75285 22.85748),22.85748,-104.75285,Mezquital,Durango,2025-05-06 14:52:00,Sin Info
POINT (-104.58138 22.87157),22.87157,-104.58138,Mezquital,Durango,2025-05-06 14:52:00,Sin Info
POINT (-104.57812 22.86131),22.86131,-104.57812,Mezquital,Durango,2025-05-06 14:52:00,Sin Info
POINT (-104.98353 22.76159),22.76159,-104.98353,Huajicori,Nayarit,2025-05-06 14:52:00,Sin Info
POINT (-104.98775 22.76123),22.76123,-104.98775,Huajicori,Nayarit,2025-05-06 14:52:00,Sin Info
POINT (-104.98614 22.75558),22.75558,-104.98614,Huajicori,Nayarit,2025-05-06 14:52:00,Sin Info
POINT (-106.18 24.26126),24.26126,-106.18,San Ignacio,Sinaloa,2025-05-06 14:52:00,Sin Info
POINT (-106.8784 25.03141),25.03141,-106.8784,Tamazula,Durango,2025-05-06 14:52:00,Sin Info
POINT (-106.57056 24.43293),24.43293,-106.57056,Tamazula,Durango,2025-05-06 14:52:00,Sin Info
POINT (-106.41034 24.33598),24.33598,-106.41034,Tamazula,Durango,2025-05-06 14:52:00,Sin Info
POINT (-106.40446 24.3365),24.3365,-106.40446,Tamazula,Durango,2025-05-06 14:52:00,Sin Info
POINT (-106.18575 24.2662),24.2662,-106.18575,San Ignacio,Sinaloa,2025-05-06 14:52:00,Sin Info
POINT (-106.4696 24.22983),24.22983,-106.4696,San Ignacio,Sinaloa,2025-05-06 14:52:00,Sin Info
POINT (-105.87122 24.23836),24.23836,-105.87122,San Dimas,Durango,2025-05-06 14:52:00,Sin Info
POINT (-105.86842 24.2386),24.2386,-105.86842,San Dimas,Durango,2025-05-06 14:52:00,Sin Info
POINT (-105.86549 24.23884),24.23884,-105.86549,San Dimas,Durango,2025-05-06 14:52:00,Sin Info
POINT (-105.86604 24.23324),24.23324,-105.86604,San Dimas,Durango,2025-05-06 14:52:00,Sin Info
POINT (-104.54639 24.07606),24.07606,-104.54639,Durango,Durango,2025-05-06 14:52:00,Sin Info
POINT (-105.05568 23.89416),23.89416,-105.05568,Durango,Durango,2025-05-06 14:52:00,Sin Info
POINT (-105.04653 23.8949),23.8949,-105.04653,Durango,Durango,2025-05-06 14:52:00,Sin Info
POINT (-106.18195 24.26655),24.26655,-106.18195,San Ignacio,Sinaloa,2025-05-06 14:52:00,Sin Info
POINT (-105.05546 23.88836),23.88836,-105.05546,Durango,Durango,2025-05-06 14:52:00,Sin Info
POINT (-105.82089 23.80257),23.80257,-105.82089,San Dimas,Durango,2025-05-06 14:52:00,Sin Info
POINT (-104.99462 22.76377),22.76377,-104.99462,Huajicori,Nayarit,2025-05-07 01:39:00,Sin Info
POINT (-104.9884 22.76338),22.76338,-104.9884,Huajicori,Nayarit,2025-05-07 01:39:00,Sin Info
POINT (-104.98878 22.76743),22.76743,-104.98878,Huajicori,Nayarit,2025-05-07 01:39:00,Sin Info
POINT (-103.46296 25.62899),25.62899,-103.46296,Gómez Palacio,Durango,2025-05-07 03:19:00,Sin Info
POINT (-106.45316 24.27593),24.27593,-106.45316,San Ignacio,Sinaloa,2025-05-07 03:19:00,Sin Info
POINT (-106.45078 24.27816),24.27816,-106.45078,San Ignacio,Sinaloa,2025-05-07 03:19:00,Sin Info
POINT (-106.18499 24.26076),24.26076,-106.18499,San Ignacio,Sinaloa,2025-05-07 03:19:00,Sin Info
POINT (-106.18412 24.26576),24.26576,-106.18412,San Ignacio,Sinaloa,2025-05-07 03:19:00,Sin Info
POINT (-106.18713 24.26642),24.26642,-106.18713,San Ignacio,Sinaloa,2025-05-07 03:19:00,Sin Info
POINT (-106.18977 24.267),24.267,-106.18977,San Ignacio,Sinaloa,2025-05-07 03:19:00,Sin Info
POINT (-106.5078 24.99994),24.99994,-106.5078,Canelas,Durango,2025-05-07 03:19:00,Sin Info
POINT (-106.47307 25.01751),25.01751,-106.47307,Canelas,Durango,2025-05-07 03:19:00,Sin Info
POINT (-103.39887 25.49155),25.49155,-103.39887,Torreón,Coahuila de Zaragoza,2025-05-07 03:19:00,Sin Info
POINT (-104.99331 22.75881),22.75881,-104.99331,Huajicori,Nayarit,2025-05-07 03:20:00,Sin Info
POINT (-104.98963 22.76373),22.76373,-104.98963,Huajicori,Nayarit,2025-05-07 03:20:00,Sin Info
POINT (-104.99411 22.76476),22.76476,-104.99411,Huajicori,Nayarit,2025-05-07 03:20:00,Sin Info
POINT (-104.86012 22.93638),22.93638,-104.86012,Mezquital,Durango,2025-05-07 03:20:00,Sin Info
